"1934","Atenea","","","ateneapanama@gmail.com","","","","","","",""
"1939","Lo+ de moda","","209-0999","elyshop@msn.com","","","","","","",""
"1948","Hidroeléctrica Bajo de Mina y Baitún (Ideal)","","830-5743","","","208-3501","","","","",""
"1977","Pacific Center","","215-0011","","","","","","","",""
"1982","Promotora Suarez","www.gsuarez.com","366-7300","","","","","","","",""
"2021","Pago Express","","399-9854","","","","209-0231","","","",""
"2045","Megaciber","","6750-3250","","","","","","","",""
"2068","AC Racing","","","","","","","","","",""
"2085","Project 8 (Hotel Casa Lyons)","","6714-4323","gcgcorp@yahoo.com","jjbaez101@gmail.com","","","","","",""
"2098","BI Bank","","6442-6269","","","","","","","",""
"2107","Thermaprint Panamá","www.thermaprintpanama.com","396-4046","info@thermaprintpanama.com","","394-4047","","","","",""
"2150","Fidanque y Asociados","","","","","","","","","",""
"2163","Grupo Colonias (Porta Norte)","","202-3333","","","","","","","",""
"2188","Grupo de Leon","","223-0030","earosemena@codsa.com.pa","","","","","","",""
"2209","Boutique Coqueta","","","days-ar@hotmail.com","","","","","","",""
"2220","Colegio Javier","www.javier.edu","303-1800","alex@javier.edu","","","303-1808","","","",""
"2244","AllBank","www.albank.com.pa","307-8300","","","","307-8399","","Panama","",""
"2255","Premier Electric","www.premiermundo.com","439-1200","premier@premiermundo.com","","","439-1299","","","",""
"2257","Budget Rent a Car de Panamá","www.budgetpanama.com","294-2300","","","","294-2340","","","",""
"2269","Banco de Desarrollo Agropecuario","www.bda.gob.pa","512-9000","","","","","","","",""
"2280","Panamá Asistencia","www.mapfre-asistencia.com","303-2400","","","","","","","",""
"2282","American Pets","www.faunapanama.com","270-3551","","","","","","","",""
"2331","Farma Zen","","","kenfaitsang@hotmail.com","","","","","","",""
"2336","Z & Y Hong","","","rubennavarro20133@gmail.com","","","","","","",""
"2341","Universidad Marítima de Panamá","","3143700","","","","","","","",""
"2344","Ecomoda","","","marcel@ecomoda.com.pa","","","","","","",""
"2351","Credichips","www.credichips.com","217-7518","","","","217-7148","","","",""
"2366","Universidad Marítima Internacional de Panamá","www.umip.ac.pa","314-3700","","","","314-3706","","","",""
"2390","Estivaneli","","431-0694","it@estivaneli.com","","","431-0696","","","",""
"2394","Joyería Movil Young","","6913-8886","","","","","","","",""
"2402","Digital City","","237-7524","","","","237-7525","","","",""
"2425","Ministerio de Ambiente","www.miambiente.gob.pa","507-0855","earena@miambiente.gob.pa","","","","","","",""
"2433","HP Niso Holding","","3949271","","","","","","","",""
"2457","Exclusive Brands International (EBI)","","306-7600","","","","306-7698","","","",""
"2464","Denti Clinica","","224-1617","","","","","","","",""
"2472","PH Niso Holiding","","","","","","","","","",""
"2476","Hospital Brisas","www.hospitalbrisas.net","831-6190","","","","","","","",""
"2488","Koach Joyeros","","6671-1046","kcontreras@koachjoyeros.com","","","","","","",""
"2496","Terrazas de Panamá","www.terrazasdepanama.com","360-1347","","","6780-0040","","","","",""
"2521","Grupo VH","www.grupovhsa.com","3911943","","","","","","","",""
"2528","Grupo Equinox","www.grupoequinox.com","302-0800","info@grupoequinox.com","","","","","","",""
"2553","Pizzería MDB","","399-4270","pizzeriamdb@gmail.com","","","","","","",""
"2554","Pizzeria MDB","","399-4270","pizzeriamdb@gmail.com","","","","","","",""
"2562","Cable & Wireless","","","","","","","","","",""
"2632","Global Bank","","6221-3930","","","","","","","",""
"2638","Constructores Nacionales (CONALSA)","www.constructoresnacionales.com","304-8697","info@constructoresnacionales.com","","","","","","",""
"2656","Mister Food","","6860-5165","misterfood84@gmail.com","","","","","","",""
"2660","Mueblería Super Muebles","","6739-8158","falape@fjaconstrutores.com","","","","","","",""
"2679","Do It Center","www.doitcenter.com","236-5066","","","","","","","",""
"2680","Paredes & Asociados","","395-3990","","","","","","","",""
"2713","AES","www.aeschanguinola.com","206-2600","","","206-2651","","","","",""
"2717","AES","www.aespanama.com","206-2600","sdep.wgarcia@aes.com","","206-2651","","","","",""
"2743","Ripar Holdig","","306-3000","presupuesto1@ripardholding.com","","","","","","",""
"2801","Financial Park","","260-6513","xiomara_armijo@hotmail.com","","64426269","","","","",""
"2803","ISAE Universidad","www.isaeuniversidad.ac.pa","278-1432","","","","","","","",""
"2881","Estivaneli","","","it@estivaneli.com","","","","","","",""
"2882","Skytex","www.estivaneli.com","431-0694","info@skytexworld.com","","","431-0696","","","",""
"2886","NTN Sudamericana","www.nthamericas.com","269-4777","consultas@ntnpanama.com","","","264-5592","","","",""
"2942","Grupo  Vivir","www.gvivir.com","210-1515","","","","","","","","Panamá"
"2950","FERTICA","http://www.fertica.com.pa/","50522660188","","","","","","","",""
"2966","Ipsos","www.ipsos-cca.com","399-4442","","","","399-4443","","","",""
"2973","Instituto Conmemorativo Gorgas de Estudio de la Salud - ICGES","www.gorgas.gob.pa","527-4800","igorgas@gob.pa","","","","","","",""
"2984","TRYP By Wyndham Panama Albrook Mall","www.tryphotels.com","307-0300","","","","","","","",""
"2990","Knightsbridge Schools International","www.ksi-panama.com","202-0877","dgarcia@ksi-panama.com","","202-0877","","","","","Panamá"
"3044","Restaurante Santo Bocado","","6320-1113","","","","","","","",""
"3063","Magic Fiesta","","","","","","","","","",""
"3073","Jenny Zheng","","6884-9955","","","","","","","",""
"3137","Motores Japoneses - Suzuki","www.suzukipan.com","225-1000","info@suzukipan.com","","","","","","",""
"3141","Telecom","www.telecom-pty.com","270-0555","ventas@telecom-pty.com","","","226-4503","","","",""
"3164","Yinh & Asociados","","264-5211","acantilo_paz@yahoo.com","","","","","","",""
"3169","FANLYC (Fundación Amigos del Niño con Leucemia y Cáncer)","www.fanlyc.org","227-7626","","","","225-5991","","","",""
"3222","Sabis International School","","209-2606","coataverde@sabis.net","","","","","","",""
"3241","Estrategias J&M","","2101425","","","","","","","",""
"3254","Hospital del Niño","www.hn.sld.pa","512-9801 / 512-9815","","","","512-9830","","","",""
"3256","Teran & Asociados Arquitectos","www.teranarp.com","397-8442","","","","216-8064","","","",""
"3258","Victoria Hotel & Suites","www.victoriahotelandsuites.com","395-9000","","","","395-9001","","","",""
"3260","J&M Estrategias","https://www.estrategiasjm.com/es/","210-1425","info@atc.com.pa","","","210-1424","","","",""
"3299","eSuppliers Panama","","3985781","","","","","","","",""
"3305","CORPINSA","http://www.corpinsa.com/","237-2222","","","","","","","",""
"3315","MiniMed Clínica Laboratorio","minimedpanama.com","263-6464","","","","","","","",""
"3335","Ingeniería y Construcciones Córdoba (INCORD)","www.incord.com.pa","399-9718 / 9758","info@incord.com.pa","","","399-2238","","","",""
"3351","Conceptos Arquitectónicos","","6989-9889","arqluismosquera@gmail.com","","","","","","",""
"3378","Power Gen","www.powergen.com.pa","271-4655","erios@powergen.com.pa","","","282-0600","","","",""
"3383","Restaurante Panda King","","","214536592@qq.com","","","","","","",""
"3387","Star Movil","","","francisco67127488@hotmail.com","","","","","","",""
"3391","I Movile","","","francisco67127488@hotmail.com","","","","","","",""
"3412","Icaza, González-Ruiz & Alemán | IGRA","www.icazalaw.com","205-6000","mercadeo@icazalaw.com","","","269-4891","","","",""
"3413","Shoes Blues","","","ecoline.pa@gmail.com","","","","","","",""
"3429","Panamerican Network Services | PNS","www.pnspanama.com","213-8008","","","","208-9917","","","",""
"3438","Unity Willis (Antiguo Ducruet Unity)","unityducruet.com","322-1000","","","","270-3424","","","",""
"3475","Óptica López","www.opticalopez.net","263-7600","","","","","","","",""
"3489","AV Securities","www.avsecurities.com","215-1011","info@avsecurities.com","","","","","","",""
"3495","Fémur Arquitectos","www.femurstudio.com","270-2239","info@femurstudio.com","","","","","","",""
"3517","Banco Aliado (antes Panamá)","www.bancopanama.com.pa","302-4000","","","","302-4015","","","",""
"3536","Gustazos","","388-7105","carlos.hoyos@gustazos.com","","","","","Panamá","","Panamá"
"3543","Instituto Nacional de Salud Mental - INSAM","190.34.154.88/insam/","523-6800","comprainsam@cwpanama.net","","","","","","",""
"3554","Autoridad del Canal de Panamá (ACP)","","272-8595","itorres@pancanal.com","","","","","","",""
"3584","Ecolab Panamá","www.ecolab.com/locations/ecolab-panama","232-8534 / 8535","","","","","","","",""
"3585","Ecolab","","232-8534","alwa.arosemena@ecolab.com","","","","","","",""
"3636","Quality Freight  (QFC)","www.qualityfreightcorp.com","209-7400","","","","","","","",""
"3657","Formas Universales","www.formasuniversales.com","278-6700","webfusa@cwpanama.net","","","278-6750","","","",""
"3680","Grupo Tova","","228-2222","franklin.rodriguez@tova.com.pa","","","","","","",""
"3729","Metropolitan School of Panama","www.themetropolitanschool.com","317-1130","admissions@themetropolitanschool.com","","","","","","",""
"3761","Advanced Systems Supply, S.A","www.advsysa.com","209-5160","jcastillo@advsysa.com","","","209-5150","","","",""
"3784","Instituto Atenea","www.institutoatenea.edu.pa","315-1634","consultas@institutoatenea.edu.pa","","","315-1635","","","",""
"3786","Boston International School","www.bostonschool.edu.pa","396-6966","INFO@BOSTONSCHOOL.EDU.PA","","","","","","",""
"3793","Best Western Plus Panamá Zen Hotel","www.bwpanamazenhotel.com","301-3333","","","","","","","",""
"3813","Residencia Benjie De Dianous","www.dicarina.com/","303-1500","","","","","","","",""
"3865","PH Vall Halla","","6620-6522","","","","","","","",""
"3896","Dicarina","","303-1500","imorales@dicarina.com","","","303-1424","","","",""
"3925","Smart Academy","www.smartacademy.edu.pa","390-9580","","","","390-9582","","","",""
"3942","CAO (Constructores y Administradores de Obras)","www.caopanama.com","263-6200","","","","302-2566","","","",""
"4011","Business Center 3000 (Parola y Asociados)","","389-0513","parolayasociados@gmail.com","","","","","","",""
"4017","Panamá Computer, S.A.","","","jorgefu@hotmail.com","","","","","","",""
"4022","La Barbería","","269-5988","","","","","","","",""
"4048","Telecom","www.telecom-pty.com","270-0555","servicioalcliente@telecom-pty.com","","","226-4503","","","",""
"4053","Dichter & Neira","","","","","","","","","",""
"4076","Jaguar Panamá","www.jaguar.com","300-6350","","","","","","","",""
"4086","Eurostone Panama Inc.","","397-8600","","","","","","","",""
"4109","Summit Golf & Resort","","6616-5460","ingpanadox@cableonda.net","","","","","","",""
"4113","Estivaneli","","431-0694","it@estivaneli.com","","","","","","",""
"4133","MOA Curazao","","431-0694","it@estivaneli.com","","","","","","",""
"4143","Ingeniería Panadox, S.A.","","268-3182","","","","","","","",""
"4147","COOPEVE, R.L.","www.coopeve.com","998-4903","","","","998-5022","","","",""
"4207","U.S. Grains Council","www.grains.org","315-1008","","","","315-0503","","","",""
"4209","ChildFund International","www.childfund.org","301-0928","","","","307-0924","","","",""
"4327","JCDecaux","www.jcdecauxlatam.com","232-7748","","","232-8426","232-7753","","","",""
"4345","Caribbean Group Development","www.caribbeangrouppanama.com","390-5683","info@cgpty.com","","","","","","",""
"4358","e Business Distribution SA","","303-4500","","","","","","","",""
"4366","Restaurante Capressa","","6152-9483","jose_ortega1385@hotmail.com","","","","","","",""
"4392","Formas Universales","","278-6700","monica.cano@imprentaedicano.com","","","278-6750","","","",""
"4420","Sky Chef Panamá","","2384005","","","","","","","",""
"4428","Network Supplies & Technology","www.networksupplies.com/","2615088","","","","","","","",""
"4488","El Mundo de los Regalos","","6251-7977","","","","","","","",""
"4503","Alumucentro","www.alumicenter.com","395-0200","ehernandez@alumicentro.com.pa","","","395-0230","","","",""
"4505","Alumicentro","","395-0200","soporte@alumicentro.com.pa","","","","","","",""
"4522","Skychef","","238 4010","","","","","","","",""
"4626","Ceco Panama Food Service Inc","","393-1021","","","","","","","",""
"4635","Financiera Familiar","www.financierafamiliar.com","800-3432","info@financierafamiliar.com","","225-3615","","","","",""
"4651","Super Extra","www.superextra.com","290-9000","cliente@superxtra.com","","290-9077","","","","",""
"4668","Good Year Investments, Corp.","","236-3444","","","","","","","",""
"4679","Grupo Melo","www.grupomelo.com.pa","323-6900","info@grupomelo.com","","","224-2311","","","",""
"4682","HOPSA","www.hopsa.com","303-3907","ventastransmistmica@hopsa.com","","","302-0630","","","",""
"4694","COPAMA","www.copama.com.pa","274-9000","","","","274-9083","","","",""
"4714","Skychefs","www.lsgskychefs.com","238-4010 / 2221 / 2223 / 2229","","","","","","","",""
"4736","Derivados del Petroleo (Constructora Derpet)","www.derivadospetroleo.com","391-4500","","","","","","","",""
"4761","Columbus Networks","www.columbus-networks.com","380-0100","","","","","","","",""
"4774","Asados El Toro","","390-1235","","","","","","","",""
"4787","Sala de Belleza YSSI","","","","","","","","","",""
"4841","PNUD | PNUMA","www.undp.org","500-0855","","","","302-4501","","","",""
"4865","Policlínica de Bethania - Alejandro de la Guardia","www.css.org.pa","503-1200","","","","","","","",""
"4890","Urban Development Group (UDG - Alta Plaza)","www.udgpanama.com/","300-0010","","","","","","","",""
"4910","Remodelaciones y Modernas (RECOMOSA)","recomosa.com","215-3573","aespinales@recomosa.com","lrojas@recomosa.com","","215-3570","","","",""
"4931","Pacífica Salud","www.hospitalpuntapacifica.com","204-8000","info@hpp.com.pa","","","204-8010","","","",""
"4941","Constructora Rigaservice","http://gruporiga.com/#/inicio/","239-4677","","","","","","","",""
"4948","Residencia María Teresa Arias de Vallarino","","","vallarinoarias@cableonda.net","","","","","","",""
"4961","Urbe Panamá","urbepanama.com","269-6339","info@urbepanama.com","","","","","","",""
"4994","Movistar Panamá","","378-7091","Joanna.dunkley@telefonica.com","","","","","","",""
"5008","Casa de Empeño Más Me Dan","","6150-2016","lorenalopez.mmd@gmail.com","","","","","","",""
"5012","Residencia Miguel y Anamay Berrocal","www.autocentro.com","226-0358 | 226-5328","mberrocal@autocentro.com.pa","","","","","","",""
"5038","Residencia Fernando Gonzalez","http://www.ledlifepanama.com/","396-6600","","","","","","","",""
"5067","Ministerio de Educación - MEDUCA","www.meduca.gob.pa","511-4400 / 515-7300","","","","","","","",""
"5096","Complejo Humanitario de Panamá","","","","","","","","","",""
"5111","Ministerio de Salud - MINSA","www.minsa.gob.pa","512-9100","","","","","","","",""
"5117","Caja de Seguro Social (CSS)","www.css.gob.pa","366-2184","","","","","","","",""
"5165","Instacredit Panamá","www.instacredit.com","225-6769","","","","","","","",""
"5174","Instacredit","www.instacredit.com","506 2202-0434","","","","506 2225-5272","","","",""
"5180","Ministerio de Trabajo y Desarrollo Social - MITRADEL","www.mitradel.gob.pa","504-1500 / 01","","","","","","","",""
"5199","Holiday Inn Express Panamá","www.hiexpress.com","305-8800","","","","","","","",""
"5200","Obras y Butillo","","","","","","","","","",""
"5256","Extraco","www.extraco.es","263-0146","","","","263-0147","","","",""
"5280","Residencia Juan Alexis Rodríguez","","","","","","","","","",""
"5293","Grupo Residencial","www.gruporesidencial.com","264-5111","","","","264-5321","","","",""
"5315","Ministerio de Seguridad Publica","www.minseg.gob.pa","316-2850","prensa@minseg.gob.pa","","","","","","",""
"5330","Dream Properties","www.dreamproperties.com.pa","3046185","info@dreamproperties.com.pa","","61518159","","","","",""
"5391","Unicola","www.unicolapanama.com","399-1763","","","","","","","",""
"5395","Megapolis (Multicentro, Decapolis & Hard Rock)","www.hrhpanamamegapolis.com","294-4000","","","","","","","",""
"5426","Mega Pollo","","6327-0000","exyrafa@yahoo.com","","","","","","",""
"5431","PH Costa View","","391-1749","ph.costaview15@gmail.com","","","","","","",""
"5447","Residencia Virgilio Sosa","","","filipo@cwpanama.net","","6613-9844","","","","",""
"5483","Residencia Iván Vallarino","","","","","","","","","",""
"5484","Residencia David Cohen","","","","","","","","","",""
